MCAT 5400
Thursday, July 09, 2020
1:17 PM
9F
BCO MUESTRA
15
9
masscal5400ENE2020MULTIPLICADOR
miguel
1,Ar36 - 0.5,ZERO1,False,3.54675500E+001,2.02786E+000,2.02757E+000,9,6.40800000E-009
2,Ar36,M36,False,3.59675500E+001,2.04403E+000,2.04374E+000,9,3.82878000E-007
3,Ar36 + 0.3,ZERO2,False,3.62675500E+001,2.05367E+000,2.05338E+000,9,0.00000000E+000
4,Ar37 + 0.5,ZERO3,False,3.74667800E+001,2.08827E+000,2.08798E+000,9,3.20400000E-008
5,Ar38,M38,True,3.79627300E+001,2.10041E+000,2.10026E+000,5,2.88044102E-002
6,Ar38 + 0.5,ZERO4,False,3.84627300E+001,2.11453E+000,2.11424E+000,9,1.92240000E-008
7,Ar39 + 0.5,ZERO5,False,3.94643100E+001,2.14217E+000,2.14188E+000,9,6.40800000E-009
8,Ar40,M40,True,3.99623800E+001,2.15560E+000,2.15531E+000,1,9.81673560E-005
9,Ar40 + 0.5,ZERO6,False,4.04623800E+001,2.16952E+000,2.16923E+000,9,6.40800000E-009
M36,3.79674000E-007
M38,2.88043845E-002
M40,9.81609480E-005
